Created date,Case Type,Subtype,Reason,Customer reply count,Source,Ticket ID,Agent name,Subject
2020-09-08 6:49:25 PM,Technical Issues,Camera,Failed to Connect 3D Sensor,12,email,10400,J. M.,Re: Quick question about readings
2020-09-08 6:51:38 PM,Partnership / Marketing,Opportunities,Partnerships,0,email,10401,A. W. ,Potential Influencer Collaboration
2020-09-08 6:54:46 PM,General Inquiry,Install / Setup,Installation Process,0,email,10402,A. W. ,Tempo delivery
2020-09-08 6:55:06 PM,Account / Billing,Account,Password Reset,1,portal,10403,A. W. ,reset password
2020-09-08 6:58:08 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10404,A. W. ,Delivery date
2020-09-08 7:09:49 PM,Shipping / Delivery,Delivery Issues,Late Delivery,0,email,10405,B. C.,Re: Update on your order
2020-09-08 7:43:17 PM,General Inquiry,Location,International,0,email,10407,B. C.,hello?
2020-09-08 7:49:37 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,10408,A. W. ,Status of order number d3e580ac
2020-09-08 9:30:29 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10409,,Re: Tempo - What to expect next with your order
2020-09-08 10:31:34 PM,Shipping / Delivery,Order Details,Color Confirmation,0,email,10410,A. W. ,Color
2020-09-08 11:06:24 PM,General Inquiry,Location,Space Limitation Concerns,0,email,10411,N. D.,Barbell width
2020-09-08 11:38:58 PM,Sales,Delivery Info,International Delivery,0,email,10412,M. V.,Re: Shipping to the Netherlands
2020-09-08 11:51:34 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10413,A. W. ,Order 1b4f13ff
2020-09-09 1:22:45 AM,Shipping / Delivery,Delivery Issues,Late Delivery,3,email,10414,B. C.,Re: Your receipt from Tempo
2020-09-09 3:47:05 AM,General Inquiry,Accessories,Weights,0,email,10415,D. W.,Questions
2020-09-09 4:02:42 AM,Technical Issues,Camera,Camera Failed to Start,1,chat,10416,N. D.,Thank you for contacting Tempo!
2020-09-09 6:00:47 AM,Sales,Delivery Info,International Delivery,0,email,10417,A. W. ,UK
2020-09-09 6:07:29 AM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,0,chat,10418,L. R.,Conversation with User
2020-09-09 6:11:21 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10419,A. W. ,Re: Your receipt from Tempo
2020-09-09 6:16:37 AM,Partnership / Marketing,Opportunities,Partnerships,0,email,10420,N. D.,Question about the open Administrator position in San Francisco
2020-09-09 6:46:30 AM,Account / Billing,Membership,Membership Inquiry,1,email,10421,N. D.,Interested in buying
2020-09-09 6:57:15 AM,Shipping / Delivery,Delivery Issues,Late Delivery,0,email,10422,A. W. ,Who do I contact for my machine
2020-09-09 7:15:13 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,1,email,10423,L. R.,Order Cancellation
2020-09-09 7:17:26 AM,Sales,Hot Lead,Undecided,0,email,10424,A. W. ,Interested
2020-09-09 7:19:02 AM,Sales,Promotions / Discounts,First Responder,0,email,10425,B. C.,Healthcare worker discount
2020-09-09 7:29:55 AM,Cancellations / Returns,Return Request,Return Requested: 30 Day - No Reason,5,email,10426,B. C.,Return
2020-09-09 7:29:55 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10427,A. W. ,
2020-09-09 7:52:14 AM,Shipping / Delivery,Delivery Issues,Late Delivery,0,email,10428,A. W. ,Order 768d2640
2020-09-09 7:58:11 AM,Cancellations / Returns,Return Request,Return Requested: 30 Day - No Reason,0,email,10429,B. C.,Fwd: Tempo Feedback Survey
2020-09-09 8:00:59 AM,Shipping / Delivery,Delivery Issues,Late Delivery,0,email,10430,N. D.,Where's My Order Please
2020-09-09 8:05:32 AM,Account / Billing,Promotions / Discounts,Military,1,email,10431,L. R.,Military/Veteran Discount
2020-09-09 8:12:44 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,10432,A. S. ,Order 31be8a2a
2020-09-09 8:13:25 AM,Shipping / Delivery,Shipping Details,Delivery Overview,1,email,10433,A. S. ,Shipping
2020-09-09 8:26:01 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,1,email,10434,L. R.,Return
2020-09-09 8:46:10 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10435,B. C.,Conversation with User
2020-09-09 8:47:24 AM,General Inquiry,Install / Setup,Installation Process,0,outbound_email,10436,M. V.,Tempo Support
2020-09-09 8:48:12 AM,Technical Issues,Content / Feedback,Missing Reps,1,email,10437,B. C.,Troubleshooting reps during floor workouts
2020-09-09 8:51:03 AM,Partnership / Marketing,Opportunities,Retail Interest,0,chat,10438,A. W. ,Thank you for reaching out!
2020-09-09 8:52:08 AM,Fitness / Content,Live Classes,Availability,0,chat,10439,M. V.,Conversation with User
2020-09-09 8:55:52 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,10440,N. D.,Conversation with User
2020-09-09 8:58:47 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10441,A. S. ,Re: Your receipt from Tempo - Order number 886f83fb
2020-09-09 8:58:50 AM,Sales,Delivery Info,International Delivery,0,chat,10442,M. V.,Tempo Support
2020-09-09 8:59:28 AM,Sales,Delivery Info,Delivery Expectations,0,chat,10443,A. W. ,Thank you for reaching out!
2020-09-09 8:59:49 AM,General Inquiry,Accessories,Weights,0,chat,10444,N. D.,Conversation with User
2020-09-09 9:00:49 AM,General Inquiry,Location,International,0,chat,10445,N. D.,Conversation with User
2020-09-09 9:01:40 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,10446,N. D.,Conversation with User
2020-09-09 9:02:16 AM,Sales,Promotions / Discounts,Military,0,chat,10447,N. D.,Conversation with User
2020-09-09 9:03:03 AM,Sales,Purchasing Info,Membership Requirements,0,chat,10448,A. W. ,Thank you for reaching out!
2020-09-09 9:03:06 AM,Sales,Promotions / Discounts,Military,0,chat,10449,N. D.,Conversation with User
2020-09-09 9:04:12 AM,Sales,Delivery Info,International Delivery,0,chat,10450,N. D.,Conversation with User
2020-09-09 9:04:19 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10451,M. V.,Tempo Support
2020-09-09 9:04:34 AM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,0,email,10452,L. R.,Cancel order
2020-09-09 9:04:49 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,10453,N. D.,Conversation with User
2020-09-09 9:04:52 AM,Sales,Delivery Info,International Delivery,0,chat,10454,A. W. ,Thank you for reaching out!
2020-09-09 9:05:04 AM,Sales,Delivery Info,Delivery Expectations,0,chat,10455,A. S. ,Conversation with User
2020-09-09 9:05:10 AM,Sales,Delivery Info,Delivery Expectations,0,chat,10456,A. S. ,Conversation with User
2020-09-09 9:05:18 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,10457,N. D.,Conversation with User
2020-09-09 9:06:22 AM,Sales,Delivery Info,Delivery Expectations,0,chat,10458,M. V.,Tempo Support
2020-09-09 9:06:28 AM,Fitness / Content,Class Requests,Yoga,0,chat,10459,A. S. ,Conversation with User
2020-09-09 9:06:42 AM,Sales,Delivery Info,International Delivery,1,chat,10460,A. W. ,Thank you for reaching out!
2020-09-09 9:07:53 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10461,N. D.,Thank you for contacting Tempo
2020-09-09 9:08:55 AM,Technical Issues,Camera,Setup Environment,0,chat,10462,M. V.,Tempo Support - Rep Counting Errors
2020-09-09 9:10:04 AM,General Inquiry,Product Specs,General Specs,0,chat,10463,B. C.,Conversation with User
2020-09-09 9:10:17 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,10464,A. W. ,Thank you for reaching out!
2020-09-09 9:11:50 AM,Fitness / Content,Live Classes,Availability,0,chat,10465,M. V.,Tempo Support - Live Classes
2020-09-09 9:16:48 AM,Technical Issues,Network,Buffering,0,chat,10466,B. C.,Tempo Support - Wifi Issues
2020-09-09 9:17:58 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10467,M. V.,Re: Order #5b5ed8cd
2020-09-09 9:22:29 AM,Sales,Promotions / Discounts,First Responder,0,chat,10468,A. W. ,Thank you for reaching out!
2020-09-09 9:23:34 AM,Cancellations / Returns,Return Request,Return Requested: Changes to Living Situation,0,outbound_email,10469,L. R.,Your Tempo Return
2020-09-09 9:23:41 AM,Partnership / Marketing,Opportunities,Distributorship,1,email,10470,B. C.,Contact Disneyland Paris
2020-09-09 9:24:56 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,email,10471,A. S. ,Re: Tempo - What to expect next with your order
2020-09-09 9:31:14 AM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,0,email,10472,L. R.,Cancel order
2020-09-09 9:32:03 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10473,M. V.,Tempo Support - Delay
2020-09-09 9:38:00 AM,Sales,Promotions / Discounts,Military,0,chat,10474,M. V.,Tempo Support
2020-09-09 9:39:39 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10475,M. V.,Tempo Support
2020-09-09 9:39:48 AM,General Inquiry,Support,Hours of Availability,1,email,10476,B. C.,Careers at Tempo
2020-09-09 9:43:19 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10477,A. S. ,Estimated delivery date
2020-09-09 9:43:46 AM,Shipping / Delivery,Delivery Issues,Late Delivery,2,email,10478,B. C.,Re: Update on your order
2020-09-09 9:49:54 AM,Account / Billing,Account,Profile Creation,0,chat,10479,A. W. ,Thank you for reaching out!
2020-09-09 9:53:00 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,10480,N. D.,Conversation with User
2020-09-09 10:02:58 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10481,A. S. ,Order# d5a66c31
2020-09-09 10:07:16 AM,Sales,Delivery Info,Delivery Expectations,0,chat,10482,B. C.,Conversation with User
2020-09-09 10:07:26 AM,General Inquiry,Accessories,Store Availability,0,chat,10483,B. C.,Conversation with User
2020-09-09 10:26:18 AM,Account / Billing,Account,Profile Creation,0,chat,10485,B. C.,Conversation with User
2020-09-09 10:36:03 AM,Sales,Delivery Info,Delivery Expectations,0,chat,10486,A. W. ,Thank you for reaching out!
2020-09-09 10:37:40 AM,Sales,Delivery Info,Delivery Expectations,0,chat,10487,A. W. ,Thank you for reaching out!
2020-09-09 11:04:37 AM,Account / Billing,Membership,Membership Inquiry,0,chat,10488,N. D.,Conversation with User
2020-09-09 11:25:34 AM,Fitness / Content,Live Classes,Availability,0,chat,10489,A. S. ,Conversation with User
2020-09-09 11:38:50 AM,General Inquiry,Product Specs,General Specs,0,chat,10490,A. W. ,Thank you for reaching out!
2020-09-09 11:43:07 AM,Account / Billing,Affirm,Affirm Inquiry,0,chat,10491,N. D.,Conversation with User
2020-09-09 12:01:56 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10492,A. S. ,Conversation with User
2020-09-09 12:15:41 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10493,B. C.,Conversation with User
2020-09-09 12:19:24 PM,Fitness / Content,Health / Safety,Disabilities,0,chat,10494,N. D.,Conversation with User
2020-09-09 12:20:23 PM,Account / Billing,Transaction Failure,Failed Order,0,chat,10495,N. D.,Thank you for contacting Tempo!
2020-09-09 12:24:48 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,1,chat,10496,L. R.,Conversation with User
2020-09-09 12:42:49 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,10497,B. C.,Conversation with User
2020-09-09 12:55:58 PM,Sales,Promotions / Discounts,Military,0,chat,10498,M. V.,Tempo Support - Military
2020-09-09 12:59:11 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10499,M. V.,Tempo Support
2020-09-09 1:02:17 PM,Sales,Promotions / Discounts,First Responder,0,chat,10500,A. W. ,Thank you for reaching out!
2020-09-09 1:08:33 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10501,A. W. ,Order inquiry
2020-09-09 1:09:03 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,chat,10502,N. D.,Conversation with User
2020-09-09 1:10:22 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,10503,L. R.,Cancel order
2020-09-09 1:15:34 PM,Sales,Promotions / Discounts,Active Promotions,1,email,10504,L. R.,Order Number 32c6db0f
2020-09-09 1:17:57 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,email,10505,A. W. ,Delivery for Order ad6cedb9
2020-09-09 1:21:37 PM,Sales,Purchasing Info,Affirm Financing,0,chat,10506,B. C.,Conversation with User
2020-09-09 1:30:53 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,10508,A. W. ,Order status | Order # 4fa4ada8
2020-09-09 1:31:30 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10509,A. S. ,Order status
2020-09-09 1:34:41 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10511,B. C.,Shipping
2020-09-09 1:36:34 PM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,email,10512,B. C.,Re: Query Received - Return
2020-09-09 1:36:50 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,10513,B. C.,Update
2020-09-09 1:41:03 PM,General Inquiry,Location,International,0,email,10514,B. C.,Shipping to Europe
2020-09-09 1:41:30 PM,Account / Billing,Contact Update,Email Address Change,3,email,10516,L. R.,Order # 87404fae
2020-09-09 1:41:30 PM,Cancellations / Returns,Cancel Request,Cancellation Policy,2,email,10515,L. R.,Re: Your ‪Tempo‬ receipt [#1846-1889]
2020-09-09 1:42:49 PM,Sales,Purchasing Info,Pricing,0,chat,10517,B. C.,Conversation with User
2020-09-09 1:45:42 PM,Sales,Delivery Info,International Delivery,0,chat,10519,A. S. ,Conversation with User
2020-09-09 1:52:35 PM,Account / Billing,Membership,Membership Inquiry,1,email,10522,A. S. ,Re: Your receipt from Tempo
2020-09-09 1:53:07 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10523,A. S. ,Re: Your receipt from Tempo
2020-09-09 1:57:05 PM,Sales,Hot Lead,Undecided,0,phone,10525,A. W. ,TEST
2020-09-09 1:58:21 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,10526,L. R.,Cancel order
2020-09-09 2:00:44 PM,Sales,Promotions / Discounts,Military,3,email,10528,A. S. ,Military Discount
2020-09-09 2:01:18 PM,General Inquiry,Support,Hours of Availability,0,email,10529,A. W. ,Email Delivery 1
2020-09-09 2:06:43 PM,Cancellations / Returns,Cancel Request,Canceled: Delivery Expectations,0,email,10530,L. R.,order cancellation for Receipt #1139-8524
2020-09-09 2:19:57 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10532,A. W. ,Thank you for reaching out!
2020-09-09 2:20:42 PM,Sales,Promotions / Discounts,First Responder,0,chat,10533,A. W. ,Thank you for reaching out!
2020-09-09 2:25:39 PM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,10534,L. R.,Conversation with User
2020-09-09 2:35:12 PM,Sales,Purchasing Info,Affirm Financing,0,chat,10535,B. C.,Conversation with User
2020-09-09 2:38:16 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10536,B. C.,Shipping
2020-09-09 2:55:12 PM,General Inquiry,Support,Warranty Details,0,chat,10537,M. V.,Conversation with User
2020-09-09 2:58:34 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10538,A. W. ,Thank you for reaching out!
2020-09-09 3:00:59 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,email,10539,A. W. ,Re: Tempo - Order Status
2020-09-09 3:01:40 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10540,A. W. ,RE: Tempo - What to expect next with your order
2020-09-09 3:02:13 PM,Shipping / Delivery,Shipping Details,Delivery Window,2,email,10541,A. W. ,Re: Tempo - What to expect next with your order
2020-09-09 3:02:32 PM,General Inquiry,Product Specs,General Specs,0,chat,10542,A. W. ,Thank you for reaching out!
2020-09-09 3:07:49 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10543,A. W. ,Re: Your ‪Tempo‬ receipt [#1848-0353]
2020-09-09 3:07:51 PM,Technical Issues,Sound,Bluetooth Headphone,0,chat,10544,A. W. ,Thank you for reaching out!
2020-09-09 3:09:25 PM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,10545,N. D.,Conversation with User
2020-09-09 3:11:29 PM,Shipping / Delivery,Delivery Issues,Late Delivery,0,chat,10546,A. W. ,Thank you for reaching out!
2020-09-09 3:13:53 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,email,10548,A. W. ,Re: Your receipt from Tempo
2020-09-09 3:20:42 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10549,A. S. ,Conversation with User
2020-09-09 3:21:56 PM,General Inquiry,Product Specs,General Specs,0,chat,10550,A. W. ,Thank you for reaching out!
2020-09-09 3:22:56 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,10551,A. W. ,Re: Tempo - Order Status
2020-09-09 3:25:49 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10552,A. W. ,Re: Tempo - Order Status
2020-09-09 3:28:40 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10553,A. W. ,Delivery inquiry
2020-09-09 3:42:06 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10554,A. W. ,Order #38f447d5
2020-09-09 4:02:24 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10557,A. W. ,Fwd: Tempo - What to expect next with your order
2020-09-09 4:03:33 PM,Technical Issues,Network,Buffering,1,chat,10558,J. M.,Conversation with User
2020-09-09 4:05:03 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10559,A. S. ,Conversation with User
2020-09-09 4:06:01 PM,Fitness / Content,Live Classes,Availability,0,chat,10560,B. C.,Conversation with User
2020-09-09 4:10:20 PM,Sales,Delivery Info,Delivery Expectations,0,chat,10561,A. S. ,Conversation with User
2020-09-09 4:10:32 PM,Account / Billing,Affirm,Affirm Inquiry,0,chat,10562,N. D.,Conversation with User
2020-09-09 4:14:45 PM,Sales,Delivery Info,Delivery Expectations,0,chat,10563,A. W. ,Thank you for reaching out!
2020-09-09 4:16:36 PM,Sales,Delivery Info,International Delivery,0,chat,10564,M. V.,Tempo Support
2020-09-09 4:17:43 PM,Technical Issues,Sound,Muted,0,chat,10565,M. V.,Tempo Support
2020-09-09 4:23:11 PM,Technical Issues,Physical Damage,Weight Plate Collars,3,email,10566,B. C.,Damaged collars
2020-09-09 4:33:23 PM,Shipping / Delivery,Order Details,Color Confirmation,0,email,10567,A. W. ,Re: Your receipt from Tempo
2020-09-09 4:44:00 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,10568,B. C.,Conversation with User
2020-09-09 4:51:36 PM,General Inquiry,Accessories,Heart Rate Monitor,0,chat,10570,A. W. ,Thank you for reaching out!
2020-09-09 4:55:28 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10571,N. D.,Re: Your receipt from Tempo
2020-09-09 4:59:22 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,10572,A. W. ,Receipt #1935-1429
2020-09-09 5:01:35 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10573,A. W. ,
2020-09-09 5:03:39 PM,General Inquiry,Accessories,Heart Rate Monitor,0,email,10574,B. C.,Heart monitor
2020-09-09 5:25:27 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10576,A. W. ,Receipt #1818-7606
2020-09-09 5:27:21 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,10577,A. W. ,Re: Tempo - Order Status
2020-09-09 5:41:17 PM,General Inquiry,Mobile App,Features,1,email,10578,N. D.,Referral Code
2020-09-09 6:08:04 PM,Shipping / Delivery,Order Details,Order Confirmation,0,email,10579,A. W. ,Re: order 1107 5483
2020-09-09 6:08:09 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10580,N. D.,Re: Tempo - What to expect next with your order
2020-09-09 6:13:22 PM,Cancellations / Returns,Return Request,Return Requested: 30 Day - No Reason,1,email,10581,A. W. ,Return
2020-09-09 6:13:35 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10582,N. D.,Delivery date
2020-09-09 6:24:20 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10584,N. D.,Re: Tempo - What to expect next with your order
2020-09-09 6:42:52 PM,General Inquiry,Accessories,Benches,1,email,10585,N. D.,Questions
2020-09-09 6:48:03 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,10586,A. W. ,delivery window?
2020-09-09 7:37:03 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,email,10587,N. D.,Transportation
